958292;two men suits sunglasses bold  window ;0;top;
958292;two men suits sunglasses bold;0;top;
958292;two men suits sunglasses bold yellow wall ;0;top;
958292;two men black suits sunglasses bold yellow wall ;0;top;
799783;church mass priests ;3;som;1,2,2
799783;mass priests ;2;som;3,1
799783;mass priests theatre ;7;som;2,3,5,5,4,3,2
609301;winter sled vintage ;1;som;3
312770;motivational bushes ;0;top;
312770;motivational bushes create ;0;top;
312770;motivational bushes create text ;1;top;1
312770;motivational bushes create text person ;3;top;2,1,1
733324;handshake ;6;som;2,1,2,4,6,3
733324;handshake girl bracelet ;2;som;1,3
578004;night bikes billboard ;0;top;
578004;night motorbikes billboard ;0;top;
578004;night motorbikes billboard parked ;6;top;2,2,3,5,1,2
633863;cooking cutting ;1;som;3
757607;wheelchair sport ;5;top;1,1,1,10,2
405349;hand lemon ;1;som;1
380564;black rapper ;0;top;
380564;black speach microphone ;4;top;2,1,1,4
380564;black speach microphone news ;0;top;
828435;house tree garden ;4;som;1,4,1,2
828435;house tree garden chair ;4;som;1,4,2,4
